ride_id,driver_id,user_id,city,ride_date,distance_km,fare_amount,ride_status,driver_rating,payment_mode,fare_per_km
R11099,D197,U625,Chennai,2025-09-08,5.31,121.32,Completed,3.3,UPI,22.847457627118644
R11100,D269,U428,Pune,2025-08-16,5.28,52.06,Completed,3.7,Card,9.859848484848484
R11101,D127,U415,Hyderabad,2025-09-24,5.37,536.45,Completed,3.1,UPI,99.89757914338921
R11102,D029,U473,Hyderabad,2025-07-30,4.6,722.42,Completed,3.9,UPI,157.04782608695652
R11103,D122,U178,Bengaluru,2025-10-07,8.07,264.84,Completed,3.3,Cash,32.817843866170996
R11104,D217,U420,Chennai,2025-07-19,16.64,264.94,Completed,3.6,UPI,15.921875
R11105,D093,U343,Chennai,2025-10-01,3.94,504.43,Completed,4.9,UPI,128.0279187817259
R11106,D152,U097,Pune,2025-07-13,18.52,153.28,Completed,4.0,UPI,8.27645788336933
R11107,D100,U028,Kochi,2025-08-06,12.2,677.27,Cancelled,5.0,Cash,55.51393442622951
R11108,D075,U525,Hyderabad,2025-08-21,17.94,569.55,Cancelled,4.6,UPI,31.74749163879598
R11109,D042,U098,Pune,2025-09-07,14.42,120.12,Completed,4.6,UPI,8.330097087378642
R11110,D149,U049,Bengaluru,2025-09-12,14.8,529.36,Completed,5.0,Card,35.76756756756757
R11111,D087,U493,Hyderabad,2025-08-15,8.48,521.45,Completed,4.0,UPI,61.49174528301887
R11112,D011,U203,Kochi,2025-07-12,17.18,87.57,Cancelled,4.8,UPI,5.09720605355064
R11113,D137,U717,Kochi,2025-10-05,6.73,135.72,Completed,3.7,UPI,20.166419019316493
R11114,D074,U289,Pune,2025-08-18,10.87,564.24,Completed,4.3,UPI,51.90800367985281
R11115,D144,U069,Chennai,2025-08-19,2.6,486.41,Completed,4.7,UPI,187.08076923076922
R11116,D031,U784,Chennai,2025-07-21,5.19,571.93,Completed,4.5,UPI,110.1984585741811
R11117,D074,U130,Pune,2025-07-06,16.82,185.94,Completed,4.3,Cash,11.054696789536266
R11118,D224,U415,Hyderabad,2025-09-22,2.96,139.94,Cancelled,4.8,Cash,47.277027027027025
R11119,D135,U326,Pune,2025-09-04,8.45,91.86,Completed,4.1,UPI,10.871005917159763
R11120,D076,U796,Chennai,2025-09-29,16.89,555.65,Completed,3.0,Cash,32.898164594434576
R11121,D281,U037,Kochi,2025-07-23,1.92,346.72,Completed,3.4,UPI,180.58333333333334
R11122,D184,U763,Pune,2025-08-25,2.48,88.62,Completed,4.5,UPI,35.733870967741936
R11123,D209,U253,Pune,2025-07-25,18.26,354.37,Completed,3.1,Cash,19.406900328587074
R11124,D028,U510,Chennai,2025-09-13,8.29,194.45,Completed,3.4,UPI,23.45597104945718
R11125,D204,U661,Chennai,2025-09-30,19.24,473.42,Completed,3.4,Cash,24.60602910602911
R11126,D131,U512,Chennai,2025-07-19,12.74,154.56,Completed,3.3,UPI,12.131868131868131
R11127,D204,U749,Hyderabad,2025-08-01,6.02,52.25,Completed,4.1,Cash,8.679401993355482
R11128,D099,U598,Hyderabad,2025-08-05,9.6,87.53,Completed,3.8,UPI,9.117708333333335
R11129,D078,U046,Chennai,2025-09-16,4.41,583.0,Completed,3.4,Cash,132.19954648526075
R11130,D270,U408,Bengaluru,2025-09-15,17.3,200.1,Completed,3.2,UPI,11.566473988439306
R11131,D168,U264,Kochi,2025-09-02,9.01,615.29,Cancelled,4.4,UPI,68.2896781354051
R11132,D109,U571,Chennai,2025-09-10,3.43,557.77,Completed,4.9,UPI,162.61516034985422
R11133,D161,U563,Bengaluru,2025-08-14,3.51,738.84,Completed,3.0,Cash,210.49572649572653
R11134,D107,U294,Pune,2025-07-16,15.13,187.72,Completed,3.7,Cash,12.407138136153337
R11135,D075,U626,Kochi,2025-09-20,8.86,444.97,Cancelled,3.6,Card,50.22234762979684
R11136,D057,U383,Bengaluru,2025-08-09,15.39,755.95,Completed,3.2,Cash,49.11955815464587
R11137,D004,U239,Bengaluru,2025-09-30,14.09,794.18,Completed,4.9,UPI,56.36479772888573
R11138,D069,U176,Bengaluru,2025-09-23,11.45,376.33,Completed,4.6,Cash,32.86724890829694
R11139,D078,U424,Hyderabad,2025-10-02,6.49,281.15,Completed,3.0,UPI,43.32049306625577
R11140,D078,U183,Chennai,2025-08-28,14.82,160.65,Completed,4.2,UPI,10.84008097165992
R11141,D054,U307,Hyderabad,2025-08-24,1.09,685.81,Cancelled,3.3,UPI,629.183486238532
R11142,D077,U358,Bengaluru,2025-09-21,18.42,647.96,Completed,3.9,Cash,35.176981541802384
R11143,D227,U107,Chennai,2025-08-25,8.71,673.65,Completed,3.2,Cash,77.34213547646382
R11144,D057,U149,Hyderabad,2025-08-23,7.94,116.22,Completed,4.8,UPI,14.63727959697733
R11145,D004,U343,Chennai,2025-10-04,1.87,237.64,Completed,3.3,UPI,127.0802139037433
R11146,D140,U175,Kochi,2025-10-05,9.73,606.79,Completed,4.6,Card,62.36279547790338
R11147,D042,U716,Hyderabad,2025-09-21,16.85,276.53,Completed,4.6,Cash,16.411275964391688
R11148,D051,U674,Chennai,2025-07-31,4.19,388.41,Completed,4.2,Cash,92.69928400954653
R11149,D226,U452,Kochi,2025-07-23,10.26,385.96,Completed,4.6,Cash,37.61793372319688
R11150,D081,U026,Kochi,2025-07-10,10.35,689.07,Completed,3.2,UPI,66.57681159420291
R11151,D068,U702,Pune,2025-09-30,6.46,439.46,Completed,4.8,UPI,68.02786377708978
R11152,D250,U093,Hyderabad,2025-07-29,1.45,793.61,Completed,3.7,Cash,547.3172413793104
R11153,D235,U621,Hyderabad,2025-08-07,14.76,578.21,Completed,4.6,UPI,39.174119241192415
R11154,D041,U438,Bengaluru,2025-08-13,10.11,695.25,Completed,4.5,UPI,68.76854599406529
R11155,D262,U066,Kochi,2025-07-28,13.2,436.62,Completed,4.7,Cash,33.07727272727273
R11156,D011,U560,Pune,2025-09-08,3.87,66.9,Completed,4.2,UPI,17.28682170542636
R11157,D171,U629,Kochi,2025-08-15,7.51,209.35,Completed,4.3,UPI,27.876165113182424
R11158,D033,U124,Kochi,2025-07-26,12.41,581.92,Cancelled,3.1,Cash,46.89121676067687
R11159,D137,U598,Kochi,2025-07-01,10.68,705.63,Completed,4.7,UPI,66.07022471910112
R11160,D132,U010,Hyderabad,2025-07-08,3.14,125.89,Completed,3.2,Cash,40.09235668789809
R11161,D105,U488,Hyderabad,2025-07-05,12.84,586.1,Completed,4.6,Cash,45.64641744548287
R11162,D251,U592,Chennai,2025-08-30,18.93,287.27,Completed,4.7,UPI,15.17538298996302
R11163,D276,U634,Pune,2025-08-30,2.2,560.97,Completed,4.6,UPI,254.98636363636362
R11164,D249,U307,Bengaluru,2025-09-11,7.89,698.25,Cancelled,4.3,UPI,88.49809885931559
R11165,D192,U422,Chennai,2025-08-28,11.87,285.83,Completed,3.4,UPI,24.080033698399326
R11166,D171,U728,Kochi,2025-08-24,19.29,425.9,Completed,4.3,Card,22.078797304302746
R11167,D207,U659,Chennai,2025-09-21,11.93,526.35,Completed,4.8,Card,44.119865884325236
R11168,D160,U467,Hyderabad,2025-07-22,7.58,509.51,Completed,3.2,Card,67.21767810026385
R11169,D171,U349,Kochi,2025-08-24,17.94,761.95,Completed,3.1,Card,42.47212931995541
R11170,D104,U116,Pune,2025-08-05,19.53,604.5,Completed,3.3,UPI,30.95238095238095
R11171,D163,U178,Chennai,2025-09-27,1.35,61.25,Completed,4.9,Cash,45.37037037037037
R11172,D212,U251,Bengaluru,2025-07-28,15.09,200.2,Completed,4.1,UPI,13.267064280980781
R11173,D172,U600,Chennai,2025-09-14,11.77,609.68,Completed,3.4,Cash,51.79949022939677
R11174,D064,U279,Bengaluru,2025-09-10,17.47,232.09,Completed,3.6,UPI,13.285060103033773
R11175,D099,U575,Pune,2025-09-26,13.82,684.29,Completed,4.5,Cash,49.51447178002894
R11176,D137,U379,Kochi,2025-10-08,19.16,240.96,Completed,4.0,UPI,12.576200417536535
R11177,D001,U327,Hyderabad,2025-07-18,7.62,783.44,Completed,4.3,Card,102.81364829396325
R11178,D183,U733,Kochi,2025-08-27,16.83,559.18,Completed,3.5,Cash,33.22519310754605
R11179,D263,U512,Pune,2025-07-20,16.84,96.68,Completed,4.3,Cash,5.741092636579573
R11180,D129,U289,Pune,2025-09-09,5.03,674.18,Completed,3.9,UPI,134.03180914512922
R11181,D295,U316,Hyderabad,2025-07-31,8.84,427.21,Completed,3.9,UPI,48.32692307692307
R11182,D218,U483,Pune,2025-08-20,16.51,365.09,Completed,4.5,Cash,22.113264688067833
R11183,D060,U707,Chennai,2025-08-25,7.29,779.98,Cancelled,3.3,UPI,106.99314128943759
R11184,D128,U477,Pune,2025-08-27,16.97,318.41,Completed,3.8,Card,18.7631113730112
R11185,D093,U084,Chennai,2025-07-16,14.96,105.66,Completed,3.4,Cash,7.06283422459893
R11186,D010,U318,Pune,2025-08-07,9.12,520.93,Completed,4.3,Cash,57.11951754385965
R11187,D048,U306,Hyderabad,2025-08-24,4.07,595.02,Completed,3.0,Cash,146.19656019656017
R11188,D026,U757,Bengaluru,2025-10-06,14.91,479.81,Completed,5.0,UPI,32.180415828303154
R11189,D229,U368,Bengaluru,2025-09-25,12.66,486.42,Completed,3.2,UPI,38.4218009478673
R11190,D266,U038,Kochi,2025-08-13,2.02,728.33,Completed,4.0,Cash,360.5594059405941
R11191,D114,U500,Chennai,2025-07-25,11.94,492.28,Completed,3.7,Card,41.22948073701843
R11192,D153,U096,Bengaluru,2025-07-10,5.91,621.03,Completed,4.9,UPI,105.08121827411166
R11193,D165,U729,Kochi,2025-07-01,16.51,129.0,Completed,4.5,UPI,7.8134463961235605
R11194,D014,U470,Chennai,2025-09-21,11.73,749.33,Completed,3.8,Cash,63.88150042625746
R11195,D145,U714,Pune,2025-09-19,10.71,81.02,Completed,3.5,UPI,7.564892623716152
R11196,D112,U301,Kochi,2025-10-08,18.54,536.73,Completed,4.4,UPI,28.949838187702266
R11197,D209,U273,Hyderabad,2025-07-05,18.87,726.9,Completed,4.9,UPI,38.52146263910969
R11198,D113,U251,Bengaluru,2025-07-24,14.62,489.62,Completed,3.2,Cash,33.489740082079344
R11199,D069,U416,Bengaluru,2025-07-29,10.14,70.18,Completed,3.6,UPI,6.921104536489152
